,License_Number,Reporting Period, Total_Sales , Excise_Tax_Due ,Sales_Booked,Sales_Booked_Timestamp
4796,416612,11/1/2015 - 11/30/2015,"$6,460 ", $- ,11/30/2015,1448841600
4797,412060,11/1/2015 - 11/30/2015,"$1,008 ", $- ,11/30/2015,1448841600
4798,415712,11/1/2015 - 11/30/2015,"$20,535 ", $- ,11/30/2015,1448841600
4799,415998,11/1/2015 - 11/30/2015,"$4,099 ", $- ,11/30/2015,1448841600
4800,412785,11/1/2015 - 11/30/2015,"$3,964 ", $- ,11/30/2015,1448841600
4801,417142,11/1/2015 - 11/30/2015,"$2,300 ", $- ,11/30/2015,1448841600
4802,416431,11/1/2015 - 11/30/2015,"$14,011 ", $- ,11/30/2015,1448841600
4803,412950,11/1/2015 - 11/30/2015,"$1,315 ", $- ,11/30/2015,1448841600
4804,417214,11/1/2015 - 11/30/2015,"$11,929 ", $- ,11/30/2015,1448841600
4805,416462,11/1/2015 - 11/30/2015,"$4,493 ", $- ,11/30/2015,1448841600
4806,412627,11/1/2015 - 11/30/2015,"$14,245 ", $- ,11/30/2015,1448841600
4807,412759,11/1/2015 - 11/30/2015,"$59,255 ", $- ,11/30/2015,1448841600
4808,412017,11/1/2015 - 11/30/2015,$1 , $- ,11/30/2015,1448841600
4809,413712,11/1/2015 - 11/30/2015,"$38,495 ", $- ,11/30/2015,1448841600
4810,412598,11/1/2015 - 11/30/2015,"$158,181 ", $- ,11/30/2015,1448841600
4811,418910,11/1/2015 - 11/30/2015,"$2,195 ", $- ,11/30/2015,1448841600
4812,417168,11/1/2015 - 11/30/2015,"$3,891 ", $- ,11/30/2015,1448841600
4813,417571,11/1/2015 - 11/30/2015,"$74,218 ", $- ,11/30/2015,1448841600
4814,417068,11/1/2015 - 11/30/2015,"$40,405 ", $- ,11/30/2015,1448841600
4815,415986,11/1/2015 - 11/30/2015,"$6,867 ", $- ,11/30/2015,1448841600
4816,417053,11/1/2015 - 11/30/2015,"$8,756 ", $- ,11/30/2015,1448841600
4817,416063,11/1/2015 - 11/30/2015,"$19,241 ", $- ,11/30/2015,1448841600
4818,416155,11/1/2015 - 11/30/2015,"$2,646 ", $- ,11/30/2015,1448841600
4819,414023,11/1/2015 - 11/30/2015,"$2,475 ", $- ,11/30/2015,1448841600
4820,416942,11/1/2015 - 11/30/2015,"$12,570 ", $- ,11/30/2015,1448841600
4821,412720,11/1/2015 - 11/30/2015,"$23,577 ", $- ,11/30/2015,1448841600
4822,413215,11/1/2015 - 11/30/2015,"$4,586 ", $- ,11/30/2015,1448841600
4823,415719,11/1/2015 - 11/30/2015,"$1,988 ", $- ,11/30/2015,1448841600
4824,412242,11/1/2015 - 11/30/2015,"$12,428 ", $- ,11/30/2015,1448841600
