,License_Number,Reporting Period, Total_Sales , Excise_Tax_Due ,Sales_Booked,Sales_Booked_Timestamp
1578,412582,11/1/2015 - 11/30/2015,"$4,058 ", $- ,11/30/2015,1448841600
1579,412179,11/1/2015 - 11/30/2015,"$5,667 ", $- ,11/30/2015,1448841600
1580,412544,11/1/2015 - 11/30/2015,$205 , $- ,11/30/2015,1448841600
1581,413216,11/1/2015 - 11/30/2015,$500 , $- ,11/30/2015,1448841600
1582,412633,11/1/2015 - 11/30/2015,$0.60 , $- ,11/30/2015,1448841600
1583,413154,11/1/2015 - 11/30/2015,"$3,570 ", $- ,11/30/2015,1448841600
1584,417379,11/1/2015 - 11/30/2015,"$17,051 ", $- ,11/30/2015,1448841600
1585,416486,11/1/2015 - 11/30/2015,"$4,721 ", $- ,11/30/2015,1448841600
1586,412682,11/1/2015 - 11/30/2015,"$5,525 ", $- ,11/30/2015,1448841600
1587,412719,11/1/2015 - 11/30/2015,$4 , $- ,11/30/2015,1448841600
1588,412358,11/1/2015 - 11/30/2015,"$1,975 ", $- ,11/30/2015,1448841600
1589,416527,11/1/2015 - 11/30/2015,"$16,450 ", $- ,11/30/2015,1448841600
1590,413201,11/1/2015 - 11/30/2015,"$1,698 ", $- ,11/30/2015,1448841600
1591,412692,11/1/2015 - 11/30/2015,"$2,072 ", $- ,11/30/2015,1448841600
1592,412943,11/1/2015 - 11/30/2015,"$1,200 ", $- ,11/30/2015,1448841600
1593,412384,11/1/2015 - 11/30/2015,"$5,009 ", $- ,11/30/2015,1448841600
1594,412782,11/1/2015 - 11/30/2015,"$67,255 ", $- ,11/30/2015,1448841600
1595,417156,11/1/2015 - 11/30/2015,"$41,500 ", $- ,11/30/2015,1448841600
1596,412147,11/1/2015 - 11/30/2015,"$373,222 ", $- ,11/30/2015,1448841600
1597,412515,11/1/2015 - 11/30/2015,$2 , $- ,11/30/2015,1448841600
1598,412223,11/1/2015 - 11/30/2015,"$7,938 ", $- ,11/30/2015,1448841600
1599,412687,11/1/2015 - 11/30/2015,"($2,333)", $- ,11/30/2015,1448841600
1600,412860,11/1/2015 - 11/30/2015,"$10,215 ", $- ,11/30/2015,1448841600
1601,413130,11/1/2015 - 11/30/2015,"$7,000 ", $- ,11/30/2015,1448841600
1602,412286,11/1/2015 - 11/30/2015,"$28,199 ", $- ,11/30/2015,1448841600
1603,416081,11/1/2015 - 11/30/2015,"$23,585 ", $- ,11/30/2015,1448841600
1604,416759,11/1/2015 - 11/30/2015,"$21,214 ", $- ,11/30/2015,1448841600
1605,412240,11/1/2015 - 11/30/2015,"$15,562 ", $- ,11/30/2015,1448841600
1606,412249,11/1/2015 - 11/30/2015,"$40,768 ", $- ,11/30/2015,1448841600
1607,417276,11/1/2015 - 11/30/2015,"$7,197 ", $- ,11/30/2015,1448841600
1608,412299,11/1/2015 - 11/30/2015,"$4,731 ", $- ,11/30/2015,1448841600
1609,413718,11/1/2015 - 11/30/2015,"$1,180 ", $- ,11/30/2015,1448841600
1610,413163,11/1/2015 - 11/30/2015,"$3,000 ", $- ,11/30/2015,1448841600
1611,412268,11/1/2015 - 11/30/2015,$0.80 , $- ,11/30/2015,1448841600
1612,412743,11/1/2015 - 11/30/2015,"$6,130 ", $- ,11/30/2015,1448841600
1613,413126,11/1/2015 - 11/30/2015,"$5,000 ", $- ,11/30/2015,1448841600
1614,412251,11/1/2015 - 11/30/2015,$0.02 , $- ,11/30/2015,1448841600
1615,415881,11/1/2015 - 11/30/2015,"$8,875 ", $- ,11/30/2015,1448841600
1616,415932,11/1/2015 - 11/30/2015,$1 , $- ,11/30/2015,1448841600
1617,416585,11/1/2015 - 11/30/2015,"$10,520 ", $- ,11/30/2015,1448841600
1618,413214,11/1/2015 - 11/30/2015,"$10,723 ", $- ,11/30/2015,1448841600
1619,417274,11/1/2015 - 11/30/2015,"$8,100 ", $- ,11/30/2015,1448841600
1620,416566,11/1/2015 - 11/30/2015,$750 , $- ,11/30/2015,1448841600
1621,416804,11/1/2015 - 11/30/2015,$0.09 , $- ,11/30/2015,1448841600
1622,412031,11/1/2015 - 11/30/2015,$0.15 , $- ,11/30/2015,1448841600
1623,412198,11/1/2015 - 11/30/2015,"$8,892 ", $- ,11/30/2015,1448841600
1624,412656,11/1/2015 - 11/30/2015,$500 , $- ,11/30/2015,1448841600
1625,416417,11/1/2015 - 11/30/2015,"$1,920 ", $- ,11/30/2015,1448841600
1626,413084,11/1/2015 - 11/30/2015,"$2,640 ", $- ,11/30/2015,1448841600
1627,412239,7/1/2014 - 7/31/2014,"$38,800 ","$9,700 ",7/31/2014,1406764800
1628,412217,7/1/2014 - 7/31/2014,"$354,857 ","$88,714 ",7/31/2014,1406764800
1629,412107,7/1/2014 - 7/31/2014,"$72,406 ","$18,102 ",7/31/2014,1406764800
1630,412943,7/1/2014 - 7/31/2014,"$34,352 ","$8,588 ",7/31/2014,1406764800
1631,412069,7/1/2014 - 7/31/2014,"$188,988 ","$47,247 ",7/31/2014,1406764800
1632,412194,7/1/2014 - 7/31/2014,"$6,547 ","$1,637 ",7/31/2014,1406764800
1633,412618,7/1/2014 - 7/31/2014,"$82,285 ","$20,571 ",7/31/2014,1406764800
1634,412527,7/1/2014 - 7/31/2014,"$8,712 ","$2,178 ",7/31/2014,1406764800
1635,413038,7/1/2014 - 7/31/2014,"$51,556 ","$12,889 ",7/31/2014,1406764800
1636,412079,7/1/2014 - 7/31/2014,"$26,764 ","$6,691 ",7/31/2014,1406764800
1637,412218,7/1/2014 - 7/31/2014,"$23,636 ","$5,909 ",7/31/2014,1406764800
1638,412053,7/1/2014 - 7/31/2014,"$103,367 ","$25,842 ",7/31/2014,1406764800
1639,412047,7/1/2014 - 7/31/2014,"$34,782 ","$8,695 ",7/31/2014,1406764800
1640,412240,7/1/2014 - 7/31/2014,"$127,939 ","$31,985 ",7/31/2014,1406764800
1641,412213,7/1/2014 - 7/31/2014,"$144,294 ","$36,073 ",7/31/2014,1406764800
1642,412337,7/1/2014 - 7/31/2014,"$12,066 ","$3,016 ",7/31/2014,1406764800
1643,413038,8/1/2014 - 8/31/2014,"$12,888 ","$3,222 ",8/31/2014,1409443200
1644,412069,8/1/2014 - 8/31/2014,"$93,600 ","$23,400 ",8/31/2014,1409443200
1645,412079,8/1/2014 - 8/31/2014,"$67,361 ","$16,840 ",8/31/2014,1409443200
1646,412943,8/1/2014 - 8/31/2014,"$4,343 ","$1,086 ",8/31/2014,1409443200
1647,412942,8/1/2014 - 8/31/2014,"$8,529 ","$2,132 ",8/31/2014,1409443200
1648,412118,8/1/2014 - 8/31/2014,"$24,073 ","$6,018 ",8/31/2014,1409443200
1649,412618,8/1/2014 - 8/31/2014,"$102,389 ","$25,597 ",8/31/2014,1409443200
1650,412053,8/1/2014 - 8/31/2014,"$89,931 ","$22,483 ",8/31/2014,1409443200
1651,412194,8/1/2014 - 8/31/2014,"$1,000 ",$250 ,8/31/2014,1409443200
1652,412337,8/1/2014 - 8/31/2014,"$15,290 ","$3,823 ",8/31/2014,1409443200
1653,412135,8/1/2014 - 8/31/2014,"$80,583 ","$20,146 ",8/31/2014,1409443200
1654,412567,8/1/2014 - 8/31/2014,"$43,975 ","$10,994 ",8/31/2014,1409443200
1655,412240,8/1/2014 - 8/31/2014,"$64,145 ","$16,036 ",8/31/2014,1409443200
1656,413943,8/1/2014 - 8/31/2014,"$79,368 ","$19,842 ",8/31/2014,1409443200
1657,412759,8/1/2014 - 8/31/2014,"$58,566 ","$14,642 ",8/31/2014,1409443200
1658,412672,8/1/2014 - 8/31/2014,"$172,554 ","$43,138 ",8/31/2014,1409443200
1659,412213,8/1/2014 - 8/31/2014,"$73,651 ","$18,413 ",8/31/2014,1409443200
1660,412123,8/1/2014 - 8/31/2014,$190 ,$48 ,8/31/2014,1409443200
1661,412239,8/1/2014 - 8/31/2014,"$177,480 ","$44,370 ",8/31/2014,1409443200
1662,412403,8/1/2014 - 8/31/2014,"$2,200 ",$550 ,8/31/2014,1409443200
1663,412107,8/1/2014 - 8/31/2014,"$25,152 ","$6,288 ",8/31/2014,1409443200
1664,412149,8/1/2014 - 8/31/2014,"$820,373 ","$205,093 ",8/31/2014,1409443200
1665,412144,8/1/2014 - 8/31/2014,"$6,139 ","$1,535 ",8/31/2014,1409443200
1666,415700,8/1/2014 - 8/31/2014,"$13,060 ","$3,265 ",8/31/2014,1409443200
1667,412047,8/1/2014 - 8/31/2014,"$4,480 ","$1,120 ",8/31/2014,1409443200
1668,412106,8/1/2014 - 8/31/2014,"$19,272 ","$4,818 ",8/31/2014,1409443200
1669,412527,8/1/2014 - 8/31/2014,"$10,650 ","$2,663 ",8/31/2014,1409443200
1670,414323,8/1/2014 - 8/31/2014,"$34,437 ","$8,609 ",8/31/2014,1409443200
1671,412218,8/1/2014 - 8/31/2014,"$15,899 ","$3,975 ",8/31/2014,1409443200
1672,412217,8/1/2014 - 8/31/2014,"$291,414 ","$72,854 ",8/31/2014,1409443200
1673,415700,9/1/2014 - 9/30/2014,"$7,378 ","$1,844 ",9/30/2014,1412035200
1674,412118,9/1/2014 - 9/30/2014,"$34,451 ","$8,613 ",9/30/2014,1412035200
1675,412759,9/1/2014 - 9/30/2014,"$142,472 ","$35,618 ",9/30/2014,1412035200
1676,412601,9/1/2014 - 9/30/2014,"$14,628 ","$3,657 ",9/30/2014,1412035200
1677,417585,9/1/2014 - 9/30/2014,"$33,265 ","$8,316 ",9/30/2014,1412035200
1678,412213,9/1/2014 - 9/30/2014,"$53,920 ","$13,480 ",9/30/2014,1412035200
1679,412149,9/1/2014 - 9/30/2014,"$89,135 ","$22,284 ",9/30/2014,1412035200
1680,412053,9/1/2014 - 9/30/2014,"$77,067 ","$19,267 ",9/30/2014,1412035200
1681,412079,9/1/2014 - 9/30/2014,"$43,854 ","$10,963 ",9/30/2014,1412035200
1682,412240,9/1/2014 - 9/30/2014,"$259,228 ","$64,807 ",9/30/2014,1412035200
1683,412077,9/1/2014 - 9/30/2014,"$10,300 ","$2,575 ",9/30/2014,1412035200
1684,412681,9/1/2014 - 9/30/2014,$0.05 ,$0.01 ,9/30/2014,1412035200
1685,412099,9/1/2014 - 9/30/2014,"$8,720 ","$2,180 ",9/30/2014,1412035200
1686,412063,9/1/2014 - 9/30/2014,"$146,023 ","$36,506 ",9/30/2014,1412035200
1687,412154,9/1/2014 - 9/30/2014,"$47,230 ","$11,808 ",9/30/2014,1412035200
1688,414041,9/1/2014 - 9/30/2014,"$4,000 ","$1,000 ",9/30/2014,1412035200
1689,412075,9/1/2014 - 9/30/2014,"$50,568 ","$12,642 ",9/30/2014,1412035200
1690,412246,9/1/2014 - 9/30/2014,"$229,285 ","$57,321 ",9/30/2014,1412035200
1691,414323,9/1/2014 - 9/30/2014,"$30,402 ","$7,600 ",9/30/2014,1412035200
1692,412527,9/1/2014 - 9/30/2014,"$16,008 ","$4,002 ",9/30/2014,1412035200
1693,412217,9/1/2014 - 9/30/2014,"$285,544 ","$71,386 ",9/30/2014,1412035200
1694,417526,9/1/2014 - 9/30/2014,"$16,704 ","$4,176 ",9/30/2014,1412035200
1695,412135,9/1/2014 - 9/30/2014,"$71,696 ","$17,924 ",9/30/2014,1412035200
1696,412943,9/1/2014 - 9/30/2014,"$14,003 ","$3,501 ",9/30/2014,1412035200
1697,412672,9/1/2014 - 9/30/2014,"$166,200 ","$41,550 ",9/30/2014,1412035200
1698,413076,9/1/2014 - 9/30/2014,"$40,028 ","$10,007 ",9/30/2014,1412035200
1699,412295,9/1/2014 - 9/30/2014,"$4,000 ","$1,000 ",9/30/2014,1412035200
1700,412144,9/1/2014 - 9/30/2014,"$3,147 ",$787 ,9/30/2014,1412035200
1701,412426,9/1/2014 - 9/30/2014,"$3,700 ",$925 ,9/30/2014,1412035200
1702,412123,9/1/2014 - 9/30/2014,$570 ,$143 ,9/30/2014,1412035200
1703,412311,9/1/2014 - 9/30/2014,"$2,948 ",$737 ,9/30/2014,1412035200
1704,414905,9/1/2014 - 9/30/2014,"$71,456 ","$17,864 ",9/30/2014,1412035200
1705,412942,9/1/2014 - 9/30/2014,"$11,090 ","$2,773 ",9/30/2014,1412035200
1706,412047,9/1/2014 - 9/30/2014,"$1,718 ",$430 ,9/30/2014,1412035200
1707,412096,9/1/2014 - 9/30/2014,"$73,915 ","$18,479 ",9/30/2014,1412035200
1708,412373,9/1/2014 - 9/30/2014,"$6,429 ","$1,607 ",9/30/2014,1412035200
1709,412109,9/1/2014 - 9/30/2014,"$46,582 ","$11,645 ",9/30/2014,1412035200
1710,412618,9/1/2014 - 9/30/2014,"$151,144 ","$37,786 ",9/30/2014,1412035200
1711,412352,9/1/2014 - 9/30/2014,"$3,998 ",$999 ,9/30/2014,1412035200
1712,412762,9/1/2014 - 9/30/2014,"$23,154 ","$5,789 ",9/30/2014,1412035200
1713,412107,9/1/2014 - 9/30/2014,"$62,523 ","$15,631 ",9/30/2014,1412035200
1714,413943,9/1/2014 - 9/30/2014,"$66,870 ","$16,718 ",9/30/2014,1412035200
1715,412084,9/1/2014 - 9/30/2014,"$78,149 ","$19,537 ",9/30/2014,1412035200
1716,412033,9/1/2014 - 9/30/2014,"$23,100 ","$5,775 ",9/30/2014,1412035200
1717,412218,9/1/2014 - 9/30/2014,"$18,123 ","$4,531 ",9/30/2014,1412035200
1718,412273,9/1/2014 - 9/30/2014,"$93,030 ","$23,258 ",9/30/2014,1412035200
1719,412069,9/1/2014 - 9/30/2014,"$74,068 ","$18,517 ",9/30/2014,1412035200
1720,415762,9/1/2014 - 9/30/2014,"$28,855 ","$7,214 ",9/30/2014,1412035200
1721,412686,9/1/2014 - 9/30/2014,"$3,740 ",$935 ,9/30/2014,1412035200
1722,412106,9/1/2014 - 9/30/2014,"$23,323 ","$5,831 ",9/30/2014,1412035200
1723,412239,9/1/2014 - 9/30/2014,"$25,200 ","$6,300 ",9/30/2014,1412035200
1724,412060,9/1/2014 - 9/30/2014,"$2,123 ",$531 ,9/30/2014,1412035200
1725,412567,9/1/2014 - 9/30/2014,"$19,265 ","$4,816 ",9/30/2014,1412035200
1726,412337,9/1/2014 - 9/30/2014,"$12,251 ","$3,063 ",9/30/2014,1412035200
1727,412084,10/1/2014 - 10/31/2014,"$170,392 ","$42,598 ",10/31/2014,1414713600
1728,412079,10/1/2014 - 10/31/2014,"$70,671 ","$17,668 ",10/31/2014,1414713600
1729,412123,10/1/2014 - 10/31/2014,$744 ,$186 ,10/31/2014,1414713600
1730,412107,10/1/2014 - 10/31/2014,"$44,166 ","$11,041 ",10/31/2014,1414713600
1731,419150,10/1/2014 - 10/31/2014,"$6,461 ","$1,615 ",10/31/2014,1414713600
1732,412075,10/1/2014 - 10/31/2014,"$50,396 ","$12,599 ",10/31/2014,1414713600
1733,412069,10/1/2014 - 10/31/2014,"$79,713 ","$19,928 ",10/31/2014,1414713600
1734,412217,10/1/2014 - 10/31/2014,"$177,102 ","$44,276 ",10/31/2014,1414713600
1735,412106,10/1/2014 - 10/31/2014,"$32,089 ","$8,022 ",10/31/2014,1414713600
1736,412688,10/1/2014 - 10/31/2014,"$32,326 ","$8,082 ",10/31/2014,1414713600
1737,412527,10/1/2014 - 10/31/2014,"$24,683 ","$6,171 ",10/31/2014,1414713600
1738,412239,10/1/2014 - 10/31/2014,"$12,860 ","$3,215 ",10/31/2014,1414713600
1739,412144,10/1/2014 - 10/31/2014,"$9,440 ","$2,360 ",10/31/2014,1414713600
1740,414323,10/1/2014 - 10/31/2014,"$140,847 ","$35,212 ",10/31/2014,1414713600
1741,412135,10/1/2014 - 10/31/2014,"$133,799 ","$33,450 ",10/31/2014,1414713600
1742,412053,10/1/2014 - 10/31/2014,"$235,252 ","$58,813 ",10/31/2014,1414713600
1743,413038,10/1/2014 - 10/31/2014,"$127,226 ","$31,806 ",10/31/2014,1414713600
1744,412618,10/1/2014 - 10/31/2014,"$228,867 ","$57,217 ",10/31/2014,1414713600
1745,412943,10/1/2014 - 10/31/2014,"$64,711 ","$16,178 ",10/31/2014,1414713600
1746,412213,10/1/2014 - 10/31/2014,"$57,431 ","$14,358 ",10/31/2014,1414713600
1747,412218,10/1/2014 - 10/31/2014,"$4,838 ","$1,210 ",10/31/2014,1414713600
1748,412118,10/1/2014 - 10/31/2014,"$10,860 ","$2,715 ",10/31/2014,1414713600
1749,412942,10/1/2014 - 10/31/2014,"$17,823 ","$4,456 ",10/31/2014,1414713600
1750,414041,10/1/2014 - 10/31/2014,"$67,562 ","$16,891 ",10/31/2014,1414713600
1751,412044,10/1/2014 - 10/31/2014,"$3,648 ",$912 ,10/31/2014,1414713600
1752,412609,10/1/2014 - 10/31/2014,"$18,803 ","$4,701 ",10/31/2014,1414713600
1753,412337,10/1/2014 - 10/31/2014,"$24,537 ","$6,134 ",10/31/2014,1414713600
1754,412759,10/1/2014 - 10/31/2014,"$257,529 ","$64,382 ",10/31/2014,1414713600
1755,417526,10/1/2014 - 10/31/2014,"$5,652 ","$1,413 ",10/31/2014,1414713600
1756,413076,10/1/2014 - 10/31/2014,"$49,726 ","$12,432 ",10/31/2014,1414713600
1757,412149,10/1/2014 - 10/31/2014,"$301,533 ","$75,383 ",10/31/2014,1414713600
1758,412073,10/1/2014 - 10/31/2014,"$8,580 ","$2,145 ",10/31/2014,1414713600
1759,413943,10/1/2014 - 10/31/2014,"$55,640 ","$13,910 ",10/31/2014,1414713600
1760,412352,10/1/2014 - 10/31/2014,"$11,466 ","$2,867 ",10/31/2014,1414713600
1761,412232,10/1/2014 - 10/31/2014,"$10,588 ","$2,647 ",10/31/2014,1414713600
1762,412373,10/1/2014 - 10/31/2014,"($6,429)","($1,607)",10/31/2014,1414713600
1763,412154,10/1/2014 - 10/31/2014,$855 ,$214 ,10/31/2014,1414713600
1764,412616,10/1/2014 - 10/31/2014,"$29,032 ","$7,258 ",10/31/2014,1414713600
1765,412063,10/1/2014 - 10/31/2014,"$186,378 ","$46,595 ",10/31/2014,1414713600
1766,412567,10/1/2014 - 10/31/2014,"$33,435 ","$8,359 ",10/31/2014,1414713600
1767,412099,10/1/2014 - 10/31/2014,"$15,989 ","$3,997 ",10/31/2014,1414713600
1768,412681,10/1/2014 - 10/31/2014,"$86,380 ","$21,595 ",10/31/2014,1414713600
1769,412570,10/1/2014 - 10/31/2014,"$4,482 ","$1,121 ",10/31/2014,1414713600
1770,412595,10/1/2014 - 10/31/2014,$990 ,$248 ,10/31/2014,1414713600
1771,412104,10/1/2014 - 10/31/2014,"$23,771 ","$5,943 ",10/31/2014,1414713600
1772,412762,10/1/2014 - 10/31/2014,"$47,073 ","$11,768 ",10/31/2014,1414713600
1773,412426,10/1/2014 - 10/31/2014,"$9,251 ","$2,313 ",10/31/2014,1414713600
1774,412273,10/1/2014 - 10/31/2014,"$164,886 ","$41,221 ",10/31/2014,1414713600
1775,417585,10/1/2014 - 10/31/2014,"$3,948 ",$987 ,10/31/2014,1414713600
1776,412240,10/1/2014 - 10/31/2014,"$59,241 ","$14,810 ",10/31/2014,1414713600
1777,412403,10/1/2014 - 10/31/2014,"$21,916 ","$5,479 ",10/31/2014,1414713600
1778,412249,10/1/2014 - 10/31/2014,"$47,970 ","$11,993 ",10/31/2014,1414713600
1779,412311,10/1/2014 - 10/31/2014,"$82,810 ","$20,703 ",10/31/2014,1414713600
1780,412402,10/1/2014 - 10/31/2014,"$32,239 ","$8,060 ",10/31/2014,1414713600
1781,412060,10/1/2014 - 10/31/2014,"$11,774 ","$2,944 ",10/31/2014,1414713600
1782,415783,10/1/2014 - 10/31/2014,"$9,569 ","$2,392 ",10/31/2014,1414713600
1783,415762,10/1/2014 - 10/31/2014,"$75,895 ","$18,974 ",10/31/2014,1414713600
1784,412299,10/1/2014 - 10/31/2014,"$45,762 ","$11,441 ",10/31/2014,1414713600
1785,417525,10/1/2014 - 10/31/2014,"$12,312 ","$3,078 ",10/31/2014,1414713600
1786,412169,10/1/2014 - 10/31/2014,"$2,160 ",$540 ,10/31/2014,1414713600
1787,412096,10/1/2014 - 10/31/2014,"$40,890 ","$10,223 ",10/31/2014,1414713600
1788,417623,10/1/2014 - 10/31/2014,"$10,895 ","$2,724 ",10/31/2014,1414713600
1789,412672,10/1/2014 - 10/31/2014,"$268,665 ","$67,166 ",10/31/2014,1414713600
1790,412686,10/1/2014 - 10/31/2014,"$11,033 ","$2,758 ",10/31/2014,1414713600
1791,412295,10/1/2014 - 10/31/2014,"$106,889 ","$26,722 ",10/31/2014,1414713600
1792,412601,10/1/2014 - 10/31/2014,"$28,893 ","$7,223 ",10/31/2014,1414713600
1793,412077,10/1/2014 - 10/31/2014,"$87,360 ","$21,840 ",10/31/2014,1414713600
1794,413078,10/1/2014 - 10/31/2014,"$64,816 ","$16,204 ",10/31/2014,1414713600
1795,412552,10/1/2014 - 10/31/2014,"$7,992 ","$1,998 ",10/31/2014,1414713600
1796,412252,10/1/2014 - 10/31/2014,"$189,990 ","$47,498 ",10/31/2014,1414713600
1797,412792,10/1/2014 - 10/31/2014,"$22,875 ","$5,719 ",10/31/2014,1414713600
1798,415700,10/1/2014 - 10/31/2014,"$59,406 ","$14,851 ",10/31/2014,1414713600
1799,412109,10/1/2014 - 10/31/2014,"$19,908 ","$4,977 ",10/31/2014,1414713600
1800,416315,10/1/2014 - 10/31/2014,"$33,711 ","$8,428 ",10/31/2014,1414713600
1801,412208,10/1/2014 - 10/31/2014,"$11,580 ","$2,895 ",10/31/2014,1414713600
1802,412645,10/1/2014 - 10/31/2014,"$4,144 ","$1,036 ",10/31/2014,1414713600
1803,413719,10/1/2014 - 10/31/2014,"$3,391 ",$848 ,10/31/2014,1414713600
1804,416562,10/1/2014 - 10/31/2014,"$34,681 ","$8,670 ",10/31/2014,1414713600
1805,413957,10/1/2014 - 10/31/2014,"$25,206 ","$6,301 ",10/31/2014,1414713600
1806,416063,10/1/2014 - 10/31/2014,"$15,000 ","$3,750 ",10/31/2014,1414713600
1807,414462,10/1/2014 - 10/31/2014,"$10,138 ","$2,535 ",10/31/2014,1414713600
1808,412784,10/1/2014 - 10/31/2014,$96 ,$24 ,10/31/2014,1414713600
1809,415822,10/1/2014 - 10/31/2014,"$24,084 ","$6,021 ",10/31/2014,1414713600
1810,416606,10/1/2014 - 10/31/2014,"$2,834 ",$709 ,10/31/2014,1414713600
1811,415697,10/1/2014 - 10/31/2014,"$37,535 ","$9,384 ",10/31/2014,1414713600
1812,412681,11/1/2014 - 11/30/2014,"$30,504 ","$7,626 ",11/30/2014,1417305600
1813,417794,11/1/2014 - 11/30/2014,"$41,008 ","$10,252 ",11/30/2014,1417305600
1814,412609,11/1/2014 - 11/30/2014,"$11,424 ","$2,856 ",11/30/2014,1417305600
1815,412169,11/1/2014 - 11/30/2014,"$3,752 ",$938 ,11/30/2014,1417305600
1816,412154,11/1/2014 - 11/30/2014,"$22,636 ","$5,659 ",11/30/2014,1417305600
1817,412337,11/1/2014 - 11/30/2014,"$57,150 ","$14,287 ",11/30/2014,1417305600
1818,412601,11/1/2014 - 11/30/2014,"$21,536 ","$5,384 ",11/30/2014,1417305600
1819,412311,11/1/2014 - 11/30/2014,"$54,585 ","$13,646 ",11/30/2014,1417305600
1820,412402,11/1/2014 - 11/30/2014,"$50,174 ","$12,544 ",11/30/2014,1417305600
1821,415707,11/1/2014 - 11/30/2014,"$32,235 ","$8,059 ",11/30/2014,1417305600
1822,412819,11/1/2014 - 11/30/2014,"$6,040 ","$1,510 ",11/30/2014,1417305600
1823,412022,11/1/2014 - 11/30/2014,"$19,232 ","$4,808 ",11/30/2014,1417305600
1824,412149,11/1/2014 - 11/30/2014,"$295,912 ","$73,978 ",11/30/2014,1417305600
1825,412232,11/1/2014 - 11/30/2014,$880 ,$220 ,11/30/2014,1417305600
1826,415680,11/1/2014 - 11/30/2014,"$4,034 ","$1,009 ",11/30/2014,1417305600
1827,412762,11/1/2014 - 11/30/2014,"$39,117 ","$9,779 ",11/30/2014,1417305600
1828,412784,11/1/2014 - 11/30/2014,"$2,480 ",$620 ,11/30/2014,1417305600
1829,414905,11/1/2014 - 11/30/2014,"$17,532 ","$4,383 ",11/30/2014,1417305600
1830,412073,11/1/2014 - 11/30/2014,"$6,651 ","$1,663 ",11/30/2014,1417305600
1831,413038,11/1/2014 - 11/30/2014,"$39,513 ","$9,878 ",11/30/2014,1417305600
1832,412943,11/1/2014 - 11/30/2014,"$57,555 ","$14,389 ",11/30/2014,1417305600
1833,412075,11/1/2014 - 11/30/2014,"$22,504 ","$5,626 ",11/30/2014,1417305600
1834,412079,11/1/2014 - 11/30/2014,"$39,069 ","$9,767 ",11/30/2014,1417305600
1835,412069,11/1/2014 - 11/30/2014,"$18,308 ","$4,577 ",11/30/2014,1417305600
1836,417460,11/1/2014 - 11/30/2014,"$51,734 ","$12,934 ",11/30/2014,1417305600
1837,412044,11/1/2014 - 11/30/2014,"$5,376 ","$1,344 ",11/30/2014,1417305600
1838,412570,11/1/2014 - 11/30/2014,"$6,380 ","$1,595 ",11/30/2014,1417305600
1839,412053,11/1/2014 - 11/30/2014,"$169,688 ","$42,422 ",11/30/2014,1417305600
1840,412135,11/1/2014 - 11/30/2014,"$121,011 ","$30,253 ",11/30/2014,1417305600
1841,413943,11/1/2014 - 11/30/2014,"$48,437 ","$12,109 ",11/30/2014,1417305600
1842,412118,11/1/2014 - 11/30/2014,"$56,557 ","$14,139 ",11/30/2014,1417305600
1843,412942,11/1/2014 - 11/30/2014,"$5,627 ","$1,407 ",11/30/2014,1417305600
1844,412240,11/1/2014 - 11/30/2014,"$130,832 ","$32,708 ",11/30/2014,1417305600
1845,412063,11/1/2014 - 11/30/2014,"$12,226 ","$3,057 ",11/30/2014,1417305600
1846,412618,11/1/2014 - 11/30/2014,"$170,306 ","$42,576 ",11/30/2014,1417305600
1847,413135,11/1/2014 - 11/30/2014,"$25,571 ","$6,393 ",11/30/2014,1417305600
1848,412645,11/1/2014 - 11/30/2014,"$14,969 ","$3,742 ",11/30/2014,1417305600
1849,412616,11/1/2014 - 11/30/2014,"$39,295 ","$9,824 ",11/30/2014,1417305600
1850,415762,11/1/2014 - 11/30/2014,"$94,841 ","$23,710 ",11/30/2014,1417305600
1851,412653,11/1/2014 - 11/30/2014,"$37,172 ","$9,293 ",11/30/2014,1417305600
1852,416562,11/1/2014 - 11/30/2014,"$23,769 ","$5,942 ",11/30/2014,1417305600
1853,413123,11/1/2014 - 11/30/2014,"$9,796 ","$2,449 ",11/30/2014,1417305600
1854,412567,11/1/2014 - 11/30/2014,"$13,937 ","$3,484 ",11/30/2014,1417305600
1855,412299,11/1/2014 - 11/30/2014,"$34,263 ","$8,566 ",11/30/2014,1417305600
1856,415783,11/1/2014 - 11/30/2014,"$20,518 ","$5,129 ",11/30/2014,1417305600
1857,412138,11/1/2014 - 11/30/2014,"$8,100 ","$2,025 ",11/30/2014,1417305600
1858,412295,11/1/2014 - 11/30/2014,"$98,168 ","$24,542 ",11/30/2014,1417305600
1859,416539,11/1/2014 - 11/30/2014,"$2,796 ",$699 ,11/30/2014,1417305600
1860,412273,11/1/2014 - 11/30/2014,"$105,314 ","$26,328 ",11/30/2014,1417305600
1861,412096,11/1/2014 - 11/30/2014,"$66,436 ","$16,609 ",11/30/2014,1417305600
1862,412426,11/1/2014 - 11/30/2014,"$16,652 ","$4,163 ",11/30/2014,1417305600
1863,415695,11/1/2014 - 11/30/2014,"$25,340 ","$6,335 ",11/30/2014,1417305600
1864,412692,11/1/2014 - 11/30/2014,"$14,287 ","$3,572 ",11/30/2014,1417305600
1865,416606,11/1/2014 - 11/30/2014,"$7,598 ","$1,900 ",11/30/2014,1417305600
1866,412686,11/1/2014 - 11/30/2014,"$11,839 ","$2,960 ",11/30/2014,1417305600
